producer;location;contact_info;link;address;latitude;longitude
Denneboom Vineyards and Wildlife;Paarl;021 869 8073;http://www.denneboomvineyardsandwildlife.co.za;8, Denneboom Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Deux Frères Wines;Stellenbosch;021 889 9865;http://www.dfwines.co.za;9, Deux Frères Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Devon Rocks;Stellenbosch;021 865 2536;http://www.devonrocks.co.za;17, Devon Rocks Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Devonvale Golf & Wine Estate;Stellenbosch;021 865 2080;http://www.devonvale.co.za;10, Devonvale Golf Estate, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Die Kat se Snor;Worcester;076 254 0294;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Die Mas van Kakamas;Northen Cape;071 015 7131;http://www.diemas.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;52,0390484;5,4964645
Diemersdal Estate;Durbanville;021 976 3361;http://www.diemersdal.co.za;12, Diemersdal Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Diemersfontein Wine and Country Estate;Wellington;021 864 5050;http://www.diemersfontein.co.za;12, Diemersfontein Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Dieu Donne Vineyards;Franschhoek;021 876 2493;http://www.dieudonnevineyards.com;1, Dieu Donné Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Domaine Brahms;Paarl;021 869 8555;http://www.domainebrahms.co.za;12, Domaine Brahms Road, Paarl, 7620, South Africa;-33,7310282;18,9642117
Domaine des Dieux;Overberg;028 313 2123;http://www.domainedesdieux.co.za;15, Domaine des Dieux Road, Overberg, South Africa;52,0390484;5,4964645
Domein Doornkraal;Klein Karoo;082 895 5009;http://www.doornkraal.co.za;12, Doornkraal Road, Klein Karoo, South Africa;-33,5807432;22,1976413
Donkiesbaai;West Coast;021 881 3899;http://www.donkiesbaai.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-42,5638896;171,452334
Doolhof Wine Estate;Wellington;021 864 2805;http://www.doolhof.com;12, Doolhof Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Doran Vineyards;Paarl;021 869 8328;http://www.doranvineyards.co.za;12, Doran Vineyards Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Dornier Wines;Stellenbosch;021 880 0557;http://www.dornier.co.za;12, Dornier Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Dorrance Wines;Cape Town;021 422 0695;http://www.dorrancewines.com;15, Dorrance Road, Cape Town, 8001, South Africa;-33,9288301;18,4172197
Douglas Green Wines;Wellington;021 864 5400;http://www.douglasgreenwines.com;12, Douglas Green Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Draaiboek Wines;Worcester;;http://www.draaiboek.wine;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Dragonridge;Swartland;022 487 1153;http://www.dragonridge.co.za;15, Dragonridge Road, Swartland, 7300, South Africa;59,07070115;-3,267107947
Driehoek;West Coast;027 482 2828;http://www.cederberg-accommodation.co.za;12, Driehoek Road, West Coast, South Africa;-42,5638896;171,452334
Drostdy-Hof Wines;Tulbagh;021 809 7000;http://www.drostdyhof.com;12, Drostdy-Hof Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Druk My Niet;Paarl;082 758 4106;http://www.dmnwines.co.za;12, Druk My Niet Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
DTK Wines;Breedekloof;023 349 1601;http://www.dtkwines.com;12, DTK Road, Breedekloof, 6835, South Africa;52,0390484;5,4964645
Du Preez Estate;Breedekloof;023 349 1995;http://www.dupreezestate.co.za;12, Du Preez Estate Road, Breedekloof, 6835, South Africa;52,0390484;5,4964645
Du'Swaroo;Klein Karoo;044 213 3137;http://www.duswaroo.co.za;12, Du'Swaroo Road, Klein Karoo, South Africa;-33,5807432;22,1976413
Dunstone Wines;Wellington;083 524 8713;http://www.dunstone.co.za;12, Dunstone Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Durbanville Hills Wine;Durbanville;021 558 1300;http://www.durbanvillehills.co.za;12, Durbanville Hills Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
DuVon Wines;Robertson;072 295 5635;http://www.duvon.co.za;12, DuVon Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Eagles Cliff Wines;Worcester;023 340 4112;http://www.eaglescliff.co.za;12, Eagles Cliff Road, Worcester, 6850, South Africa;42,2625621;-71,8018877
Eagles Nest;Cape Town;021 794 4095;http://www.eaglesnestwines.com;12, Eagles Nest Road, Cape Town, 7800, South Africa;-33,9288301;18,4172197
Earthbound Organic Wines - CLOSED;Worcester;021 809 7000;http://www.earthboundwines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Edgebaston Vineyard I David Finlayson Wines;Stellenbosch;083 263 4353;http://www.edgebaston.co.za;12, Edgebaston Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Eenzaamheid Wines;Paarl;082 493 9930;http://www.eenzaamheidwines.co.za;12, Eenzaamheid Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Eerste Hoop;Overberg;028 841 4190;http://www.eerstehoop.co.za;12, Eerste Hoop Road, Overberg, 7220, South Africa;52,0390484;5,4964645
Eikehof;Franschhoek;083 232 6223;http://www.eikehof.com;12, Eikehof Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Eikendal Vineyards;Helderberg;021 855 1422;http://www.eikendal.com;12, Eikendal Vineyards Road, Helderberg, 7135, South Africa;42,6511341;-73,7936672
Elgin Ridge Wines;Elgin;021 846 8060;http://www.elginridgewine.com;12, Elgin Ridge Road, Elgin, 7180, South Africa;42,03726;-88,2810994
Elgin Vintners;Elgin;021 848 9587;http://www.elginvintners.co.za;12, Elgin Vintners Road, Elgin, 7180, South Africa;42,03726;-88,2810994
Enaleni Vineyards - CLOSED;Stellenbosch;021 881 8041;http://www.enalenivineyards.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Equitania;Stellenbosch;021 809 2070;http://www.equitania.co.za;1, Equitania Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Ernie Els Wines;Stellenbosch;021 881 3588;http://www.ernieelswines.com;1, Ernie Els Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Ernst Gouws & Co;Stellenbosch;021 865 2895;http://www.ernstgouws.co.za;1, Ernst Gouws Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Esc Wines;Overberg;076 073 6421;http://www.escwines.com;1, Esc Wines Road, Overberg, South Africa;52,0390484;5,4964645
Esona Boutique Wine Estate;Robertson;076 343 5833;http://www.esona.co.za;1, Esona Boutique Wine Estate Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Excelsior Wine Estate;Robertson;023 615 1980;http://www.excelsior.co.za;1, Excelsior Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Exdiem Wines and Olives;Robertson;082 443 7000;http://www.exdiem.co.za;1, Exdiem Wines Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Fable Mountain Vineyards;Stellenbosch;021 881 8140;http://www.fablewines.com;1, Fable Mountain Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Fairvalley Wines;Paarl;021 863 2450;http://www.fairvalley.co.za;1, Fairvalley Road, Paarl, 7620, South Africa;-33,7310282;18,9642117
Fairview Wines;Paarl;021 863 2450;http://www.fairview.co.za;7, Fairview Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Fat Bastard;Robertson;064 753 8352;http://www.fatbastardwine.co.za;8, Fat Bastard Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Fernskloof Wines;Klein Karoo;083 709 6462;http://www.fernskloof.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,5807432;22,1976413
Fish Hoek Wines;Overberg;021 852 5052;http://www.fishhoekwines.com;12, Fish Hoek Road, Overberg, South Africa;52,0390484;5,4964645
Flagstone Wines;Helderberg;021 852 5052;http://www.flagstonewines.co.za;12, Flagstone Road, Helderberg, South Africa;42,6511341;-73,7936672
Flat Roof Manor;Stellenbosch;021 884 4416;http://www.flatroofmanor.co.za;22, Flat Roof Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Fleur du Cap;Stellenbosch;021 809 8025;http://www.fleurducap.co.za;12, Fleur du Cap Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Foothills Vineyards / Klein Welmoed;Helderberg;021 842 0045;http://www.kleinwelmoed.co.za;20, Foothills Road, Helderberg, South Africa;42,6511341;-73,7936672
Fort Simon Wine Estate;Stellenbosch;082 448 0639;http://www.fortsimon.com;12, Fort Simon Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Fossil Hills;Breedekloof;082 474 8096;http://www.fossilhills.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Fraai Uitzicht 1798;Robertson;023 626 6156;http://www.fraaiuitzicht.com;12, Fraai Uitzicht Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
FRAM Wines;Swartland;072 545 4959;http://www.framwines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;59,07070115;-3,267107947
Francis Wines;Overberg;076 766 5249;http://www.franciswines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;52,0390484;5,4964645
Franki's Vineyards;Swartland;022 482 2837;http://www.frankisvineyards.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;59,07070115;-3,267107947
Franschhoek Cellar;Franschhoek;021 876 2086;http://www.franschhoekcellar.co.za;12, Franschhoek Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Frater Family Wines;Paarl;0827313898;http://www.fraterfamilywines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Freedom Hill Vineyards;Paarl;021 867 0085;http://www.freedomhill.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Friesland Wines;Stellenbosch;071 872 0873;http://www.frieslandwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Fryers Cove Vineyards;West Coast;076 290 4372;http://www.fryerscove.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-42,5638896;171,452334
Fuselage Wines;Worcester;076 038 5495;http://www.fuselagewines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Gabriel & Gysbert;Robertson;076 256 9445;http://www.gabrielgysbert.com;12, Gabriel & Gysbert Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Gabriëlskloof Wines;Overberg;028 284 9865;http://www.gabrielskloof.co.za;12, Gabriëlskloof Road, Overberg, South Africa;52,0390484;5,4964645
Game Reserve Wines;Robertson;023 626 1663;http://www.gamereservewines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;31,0339058;-96,5079742
Genevieve MCC;Elgin;083 302 6562;http://www.genevievemcc.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;42,03726;-88,2810994
Gerakaris Family Wines;Worcester;072 638 7636;http://www.gerakaris.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Glen Carlou Vineyards;Paarl;021 875 5528;http://www.glencarlou.com;29, Glen Carlou Road, Paarl, 7620, South Africa;-33,7310282;18,9642117
Glenelly Estate Wines;Stellenbosch;021 809 6440;http://www.glenellyestate.com;15, Glenelly Estate Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
GlenWood Vineyards;Franschhoek;021 876 2044;http://www.glenwoodvineyards.co.za;15, Glenwood Vineyards Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Goede Hoop Estate;Stellenbosch;081 283 1618;http://www.goedehoop.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Goedverwacht Wine Estate;Robertson;023 616 3430;http://www.goedverwacht.co.za;20, Goedverwacht Wine Estate Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Golden Kaan;Paarl;021 807 3349;http://www.goldenkaan.com;20, Golden Kaan Road, Paarl, 7620, South Africa;-33,7310282;18,9642117
Govert Wines & Company;Stellenbosch;021 886 7868;http://www.govertwines.com;29, Govert Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Graça;Stellenbosch;0218097000;http://www.heinekenbeverages.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Graceland Vineyards;Stellenbosch;082 441 2680;http://www.gracelandvineyards.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Graham Beck;Robertson;023 626 1214;http://www.grahambeck.com;15, Naauwhoek Road, Paarl, 7646, South Africa;31,0339058;-96,5079742
Grande Provence Heritage Wine Estate;Franschhoek;021 876 8600;http://www.grandeprovence.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,909167;19,119444
Grangehurst Winery;Stellenbosch;021 855 3625;http://www.grangehurst.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Gravel Junction;Paarl;021 875 5073;http://www.graveljunction.com;24, Gravel Junction Road, Paarl, 7620, South Africa;-33,7310282;18,9642117
Groenland;Stellenbosch;021 903 8203;http://www.groenland.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Groot Constantia Estate;Cape Town;021 794 5128;http://www.grootconstantia.co.za;Groot Constantia Estate, Constantia, Cape Town, 7806, South Africa;-33,9288301;18,4172197
Groot Phesantekraal;Durbanville;021 825 0060;http://www.phizantekraal.co.za;Groot Phesantekraal, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Groote Post Vineyards;Darling;022 492 2825;http://www.grootepost.co.za;Groote Post Vineyards, Darling, 7345, South Africa;35,2009655;-111,400385
Grunberger;Stellenbosch;021 809 7000;http://www.grunberger.co.za;Grunberger, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Grundheim Wines;Klein Karoo;083 632 7496;http://www.grundheim.co.za;Grundheim Wines, Klein Karoo, South Africa;-33,5807432;22,1976413
Guardian Peak;Stellenbosch;021 881 3899;http://www.guardianpeak.com;Guardian Peak, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Gude Wines;Stellenbosch;+27835303164;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Habata Wines;Robertson;023 626 1048;http://www.habata.co.za;Habata Wines, Robertson, 6705, South Africa;31,0339058;-96,5079742
Hamilton Russell Vineyards;Overberg;028 312 3595;http://www.hamiltonrussellvineyards.com;Hamilton Russell Vineyards, Overberg, 7200, South Africa;52,0390484;5,4964645
Hartenberg Estate;Stellenbosch;021 865 2541;http://www.hartenbergestate.com;Hartenberg Estate, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Hasher Family Estate;Overberg;028 125 0232;http://www.hasherfamilyestate.co.za;Hasher Family Estate, Overberg, South Africa;52,0390484;5,4964645
Haskell Vineyards;Stellenbosch;021 881 3895;http://www.haskellvineyards.com;Haskell Vineyards, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Haut Espoir;Franschhoek;021 876 4000;http://www.hautespoir.com;Haut Espoir, Franschhoek, 7690, South Africa;-33,909167;19,119444
Haute Cabrière;Franschhoek;021 876 8500;http://www.cabriere.co.za;40, Haute Cabrière Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Hazendal;Stellenbosch;021 903 5034;http://www.hazendal.co.za;2, Hazendal Avenue, Stellenbosch, 7600, South Africa;-33,934444;18,869167
HER Wine Collection;Wellington;021 873 3170;http://www.herwinecollection.co.za;5, Pienaar Street, Wellington, 7655, South Africa;-41,2887953;174,7772114
Hermanuspietersfontein;Overberg;028 316 1875;http://www.hpf1855.co.za;55, Pietersfontein Street, Overberg, 7200, South Africa;52,0390484;5,4964645
Herold Wines;Garden Route;072 833 8223;http://www.heroldwines.co.za;12, Herold Street, Garden Route, 6500, South Africa;-33,937034;23,84231689
Heron Ridge Wines;Stellenbosch;082 412 6118;http://;8, Heron Ridge Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Hidden Valley Wines;Stellenbosch;021 007 3477;http://www.hiddenvalleywines.co.za;7, Hidden Valley Lane, Stellenbosch, 7600, South Africa;-33,934444;18,869167
High Constantia;Cape Town;021 794 7171;http://www.highconstantia.co.za;15, Constantia Road, Cape Town, 7806, South Africa;-33,9288301;18,4172197
Highberry Wine Farm;Helderberg;079 122 1840;http://www.highberry.co.za;10, Highberry Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Highgate Wine Estate;KwaZulu Natal;066 449 2620;http://www.highgatewineestate.co.za;20, Highgate Road, KwaZulu Natal, 3610, South Africa;-28,503833;30,8875009
Hildenbrand Estate Wine;Wellington;082 656 6007;http://www.wine-estate-hildenbrand.co.za;6, Hildenbrand Road, Wellington, 7655, South Africa;-41,2887953;174,7772114
Hill and Dale;Stellenbosch;021 883 8988;http://www.hillanddale.co.za;8, Hill and Dale Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Hillcrest Estate;Durbanville;021 970 5800;http://www.hillcrestfarm.co.za;22, Hillcrest Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Hillock Wines;Klein Karoo;028 551 1548;http://www.hillockwines.com;18, Hillock Road, Klein Karoo, 6625, South Africa;-33,5807432;22,1976413
Hofstraat Kelder;Swartland;083 2702352;http://www.swartlandwineandolives.co.za/hofstraat-wines;5, Hofstraat, Swartland, South Africa;59,07070115;-3,267107947
Hogan Wines;Stellenbosch;021 885 1275;http://www.hoganwines.co.za;15, Bottelary Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Holden Manz Wine Estate;Franschhoek;021 876 2738;http://www.holdenmanz.com;60, Huguenot Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Hoopenburg Wines;Stellenbosch;021 8844221;http://www.hoopenburgwines.co.za;12, Hoopenburg Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
House of Azari;Worcester;076 733 5472;http://www.houseofazari.co.za;25, Market Street, Worcester, 6849, South Africa;42,2625621;-71,8018877
House of BNG;Paarl;;http://www.houseofbng.com;2, Main Road, Paarl, 7620, South Africa;-33,7310282;18,9642117
Huis van Chevallerie;Swartland;072 237 1166;http://;5, Chevallerie Road, Swartland, South Africa;59,07070115;-3,267107947
Idiom Wines;Helderberg;021 858 1088;http://www.idiom.co.za;10, Old Sir Lowry Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Illimis Wines;Worcester;;http://www.illimiswines.com;8, Illimis Street, Worcester, 6849, South Africa;42,2625621;-71,8018877
Imbuko Wines;Wellington;021 873 7350;http://www.imbuko.co.za;15, Imbuko Street, Wellington, 7655, South Africa;-41,2887953;174,7772114
Imvula Wines;Cape Town;082 495 4227;http://www.imvulawines.com;10, Imvula Avenue, Cape Town, 8001, South Africa;-33,9288301;18,4172197
Indaba Wines;Stellenbosch;;http://www.indabawines.com;15, Indaba Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Ingwe Wine Estate;Helderberg;021 858 1063;http://www.ingwewines.co.za;12, Ingwe Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Iona Wines;Elgin;028 284 9678;http://www.iona.co.za;27, Iona Road, Elgin, 7180, South Africa;42,03726;-88,2810994
Jacaranda Wine & Guest Farm;Wellington;082 555 1150;http://www.jacarandawines.co.za;8, Jacaranda Avenue, Wellington, 7654, South Africa;-41,2887953;174,7772114
Jacobsdal Estate;Stellenbosch;021 881 3336;http://www.jacobsdal.co.za;11, Jacobsdal Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Jakkalsvlei Private Cellar;Garden Route;044 333 0222;http://www.jakkalsvlei.co.za;8, Jakkalsvlei Street, Garden Route, 6500, South Africa;-33,937034;23,84231689
Jakob's Vineyards;Overberg;022 487 2233;http://www.jakobsvineyards.co.za;21, Jakob's Road, Overberg, 7200, South Africa;52,0390484;5,4964645
Jan Harmsgat;Robertson;082 867 3211;http://www.janharmsgat.com;14, Harmsgat Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Jan Hendrik van der Westhuizen;Swartland;;http://www.janhendrik.com;5, Van der Westhuizen Street, Swartland, South Africa;59,07070115;-3,267107947
Jasons Hill Private Cellar;Breedekloof;023 344 3256;http://www.jasonshill.com;7, Jasons Hill Road, Breedekloof, 6830, South Africa;-33,934444;18,869167
JC Le Roux;Stellenbosch;021 865 8200;http://www.jcleroux.co.za;1, Le Roux Street, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Jean Daneel Wines;Overberg;082 577 7041;http://www.jdwines.co.za;20, Jean Daneel Road, Overberg, 7200, South Africa;52,0390484;5,4964645
Joostenberg;Stellenbosch;021 200 9903;http://www.joostenberg.co.za;12, Joostenberg Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Jordan Wine Estate;Stellenbosch;021 881 3441;http://www.jordanwines.com;1, Jordan Wine Estate Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Joubert Family Wines;Stellenbosch;021 879 3407;http://www.joubertfamilywines.com;15, Joubert Street, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Joubert-Tradauw Private Cellar;Klein Karoo;028 572 1619;http://www.joubert-tradauw.com;5, Joubert-Tradauw Road, Klein Karoo, 6640, South Africa;-33,5807432;22,1976413
Journeys End Wines;Helderberg;021 200 2698;http://www.journeysend.co.za;1, Journeys End Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Juno Wines;Paarl;021 872 0697;http://www.capewinecompany.co.za/product-category/juno/;30, Juno Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Kaapse Familie Wingerde;Paarl;021 863 3905;http://www.kaapsefamiliewingerde.com;7, Kaapse Familie Wingerde Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Kaapzicht Wine Estate;Stellenbosch;021 906 1620;http://www.kaapzicht.co.za;7, Kaapzicht Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kanonkop Wine Estate;Stellenbosch;021 884 4656;http://www.kanonkop.co.za;2, Kanonkop Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kanu Wines;Stellenbosch;021 865 2488;http://www.kanu.co.za;8, Kanu Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kay and Monty Vineyards;Plettenberg Bay;079 965 9779;http://www.kayandmonty.com;1, Kay and Monty Road, Plettenberg Bay, 6600, South Africa;-34,052778;23,369444
Keermont Vineyards;Stellenbosch;021 880 0397;http://www.keermont.co.za;6, Keermont Vineyards Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Keet Wines;Stellenbosch;082 853 1707;http://www.keetwines.co.za;1, Keet Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Ken Forrester Wines;Helderberg;021 855 2374;http://www.kenforresterwines.com;12, Ken Forrester Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Khayelitshas Finest Wines;Worcester;073 081 3691;http://www.facebook.com/KhayelitshasFinestWines;15, Khayelitshas Finest Wines Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
Kindred Coast Wine;Worcester;;http://www.kindredcoastwine.co.za;1, Kindred Coast Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
Kings Kloof;Helderberg;082 336 7070;http://www.kingskloof.co.za;9, Kings Kloof Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Kirabo Private Cellar;Breedekloof;071 681 9019;http://www.kirabocellar.co.za;5, Kirabo Private Cellar Road, Breedekloof, 6830, South Africa;-33,934444;18,869167
Klawer Wine Cellars;Olifants River;027 216 1530;http://www.klawerwine.co.za;1, Klawer Wine Cellars Road, Olifants River, 8110, South Africa;-24,4767789;30,4737671
Klein Constantia Estate;Cape Town;021 794 5188;http://www.kleinconstantia.com;2, Klein Constantia Road, Cape Town, 7806, South Africa;-33,9288301;18,4172197
Klein DasBosch;Stellenbosch;021 880 0128;http://www.kleindasbosch.co.za;10, Klein DasBosch Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Klein Goederust;Franschhoek;066 483 4549;http://www.kleingoederust.co.za;1, Klein Goederust Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Klein Gustrouw Estate;Stellenbosch;021 882 8152;http://www.kleingustrouw.com;1, Klein Gustrouw Estate Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Klein Optenhorst - CLOSED;Wellington;021 864 1210;http://www.kleinhoekkloof.co.za;1, Klein Optenhorst Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Klein Parys Vineyards;Paarl;021 872 9848;http://www.kleinparysvineyards.co.za;1, Klein Parys Vineyards Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Klein Roosboom;Durbanville;060 877 2678;http://www.kleinroosboom.co.za;1, Klein Roosboom Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Kleine Zalze Wines;Stellenbosch;021 880 0717;http://www.kleinezalze.co.za;1, Kleine Zalze Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kleinhoekkloof Wines;Robertson;064 678 8804;http://www.kleinhoekkloof.co.za;1, Kleinhoekkloof Wines Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Kleinood;Stellenbosch;021 880 2527;http://www.kleinood.com;1, Kleinood Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kloovenburg;Swartland;022 448 1635;http://www.kloovenburg.com;1, Kloovenburg Road, Swartland, 7305, South Africa;59,07070115;-3,267107947
Klue Wines;Robertson;023 626 4314;http://www.lavernewines.co.za/laverne-wine-boutique/wineries/klue-wines/;1, Klue Wines Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Knorhoek Wines;Stellenbosch;021 865 2114;http://www.knorhoek.co.za;1, Knorhoek Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Koelenhof Wine Cellar;Stellenbosch;021 865 2020/1;http://www.koelenhof.co.za;1, Koelenhof Wine Cellar Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Koelfontein Estate;Tulbagh;023 313 3130;http://www.koelfontein.co.za;1, Koelfontein Estate Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Koni Wines;Cape Town;021 830 5253;http://www.koniwines.com;1, Koni Wines Road, Cape Town, 8001, South Africa;-33,9288301;18,4172197
Koningsrivier;Robertson;023 625 1748;http://www.koningsrivier.co.za;1, Koningsrivier Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Kookfontein Wine;West Coast;083 415 7610;http://;1, Kookfontein Wine Road, West Coast, 7365, South Africa;-42,5638896;171,452334
Koopmanskloof;Stellenbosch;021 865 2355;http://www.koopmanskloof.co.za;1, Koopmanskloof Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kranskop Private Cellar;Robertson;023 626 3200;http://www.kranskopwines.co.za;1, Kranskop Private Cellar Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Kriel Family Vineyards;Stellenbosch;082 492 2788;http://www.kfvineyards.co.za;1, Kriel Family Vineyards Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Krone Cap Classique;Tulbagh;023 230 0680;http://www.kronecapclassique.co.za;1, Krone Cap Classique Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Kronendal Wines;Durbanville;082 499 0198;http://www.kronendalwine.co.za;1, Kronendal Wines Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Kruger Wines;Stellenbosch;083 411 0757;http://www.krugerfamilywines.co.za;1, Kruger Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kumala Wines;Stellenbosch;021 852 5052;http://www.kumalawines.co.za;1, Kumala Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
